Customer_Name,Days_Since_Last_Order,Total_Orders,Total_Lifetime_Value,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CRM_Segment,CRM_Priority
Vihaan Cheema,100,1,90477.6,3,1,1,3-1-1,Promising,4 — Nurture
Aradhya Bava,98,1,90246.2,3,1,1,3-1-1,Promising,4 — Nurture
Jivin Sheth,18,1,89915.55,3,1,1,3-1-1,Promising,4 — Nurture
Ritvik Bail,36,1,89860.8,3,1,1,3-1-1,Promising,4 — Nurture
Baiju Kuruvilla,157,1,89628.0,3,1,1,3-1-1,Promising,4 — Nurture
Darshit Sampath,84,1,89576.4,3,1,1,3-1-1,Promising,4 — Nurture
Pranay Mahal,221,1,89520.0,3,1,1,3-1-1,Promising,4 — Nurture
Navya Bahl,154,1,89459.1,3,1,1,3-1-1,Promising,4 — Nurture
Hazel Sundaram,153,1,89147.2,3,1,1,3-1-1,Promising,4 — Nurture
Shaan Bath,177,1,88794.6,3,1,1,3-1-1,Promising,4 — Nurture
Manikya Gara,145,1,88666.9,3,1,1,3-1-1,Promising,4 — Nurture
Vardaniya Chakrabarti,174,1,88529.4,3,1,1,3-1-1,Promising,4 — Nurture
Inaaya  Dhingra,76,1,88485.0,3,1,1,3-1-1,Promising,4 — Nurture
Manikya Dar,156,1,88325.0,3,1,1,3-1-1,Promising,4 — Nurture
Zain Goda,196,1,88081.2,3,1,1,3-1-1,Promising,4 — Nurture
Stuvan Tiwari,32,1,87711.6,3,1,1,3-1-1,Promising,4 — Nurture
Hrishita Bains,172,1,87640.35,3,1,1,3-1-1,Promising,4 — Nurture
Kashvi Johal,196,1,87580.0,3,1,1,3-1-1,Promising,4 — Nurture
Piya Khurana,221,1,87472.2,3,1,1,3-1-1,Promising,4 — Nurture
Nirvi Vyas,173,1,87459.2,3,1,1,3-1-1,Promising,4 — Nurture
Vedika Sane,142,1,87415.2,3,1,1,3-1-1,Promising,4 — Nurture
Piya Sami,137,1,87340.05,3,1,1,3-1-1,Promising,4 — Nurture
Vardaniya Bhagat,57,1,87327.0,3,1,1,3-1-1,Promising,4 — Nurture
Divyansh Bhattacharyya,184,1,87038.4,3,1,1,3-1-1,Promising,4 — Nurture
Yuvraj  Varghese,45,1,87036.0,3,1,1,3-1-1,Promising,4 — Nurture
Kimaya Halder,89,1,86997.6,3,1,1,3-1-1,Promising,4 — Nurture
Vritika Dyal,42,1,86968.6,3,1,1,3-1-1,Promising,4 — Nurture
Lakshay Devi,200,1,86927.8,3,1,1,3-1-1,Promising,4 — Nurture
Biju Kalita,230,1,86620.8,3,1,1,3-1-1,Promising,4 — Nurture
Dhanush Dhaliwal,167,1,86535.0,3,1,1,3-1-1,Promising,4 — Nurture
Anaya Savant,195,1,86508.0,3,1,1,3-1-1,Promising,4 — Nurture
Ishita Sarin,106,1,86415.25,3,1,1,3-1-1,Promising,4 — Nurture
Fateh Sama,209,1,86385.6,3,1,1,3-1-1,Promising,4 — Nurture
Sumer Chowdhury,186,1,86341.7,3,1,1,3-1-1,Promising,4 — Nurture
Anay Bhakta,4,1,86302.75,3,1,1,3-1-1,Promising,4 — Nurture
Rhea Kalita,144,1,86140.0,3,1,1,3-1-1,Promising,4 — Nurture
Onkar Verma,232,1,85384.0,3,1,1,3-1-1,Promising,4 — Nurture
Nitara Singhal,213,1,85198.4,3,1,1,3-1-1,Promising,4 — Nurture
Anahi Raval,84,1,85024.0,3,1,1,3-1-1,Promising,4 — Nurture
Yuvraj  Lala,43,1,84987.2,3,1,1,3-1-1,Promising,4 — Nurture
Biju Deshpande,47,1,84677.4,3,1,1,3-1-1,Promising,4 — Nurture
Khushi Reddy,228,1,84515.2,3,1,1,3-1-1,Promising,4 — Nurture
Sana Handa,210,1,84330.0,3,1,1,3-1-1,Promising,4 — Nurture
Sara Choudhury,78,1,84280.0,3,1,1,3-1-1,Promising,4 — Nurture
Nitya Sastry,167,1,84166.4,3,1,1,3-1-1,Promising,4 — Nurture
Suhana Rana,123,1,84132.15,3,1,1,3-1-1,Promising,4 — Nurture
Vidur Deol,203,1,84068.0,3,1,1,3-1-1,Promising,4 — Nurture
Samiha Upadhyay,171,1,83497.5,3,1,1,3-1-1,Promising,4 — Nurture
Chirag Chaudhry,60,1,83410.0,3,1,1,3-1-1,Promising,4 — Nurture
Yakshit Brahmbhatt,27,1,83368.0,3,1,1,3-1-1,Promising,4 — Nurture
Vaibhav Kannan,238,1,83324.7,3,1,1,3-1-1,Promising,4 — Nurture
Vihaan Dash,101,1,83269.4,3,1,1,3-1-1,Promising,4 — Nurture
Zaina Chakrabarti,83,1,83216.0,3,1,1,3-1-1,Promising,4 — Nurture
Lakshay Bail,52,1,83208.6,3,1,1,3-1-1,Promising,4 — Nurture
Vedika Dasgupta,87,1,83078.4,3,1,1,3-1-1,Promising,4 — Nurture
Riya Dasgupta,125,1,82783.2,3,1,1,3-1-1,Promising,4 — Nurture
Aaryahi Lalla,2,1,82682.1,3,1,1,3-1-1,Promising,4 — Nurture
Vanya Upadhyay,177,1,82570.5,3,1,1,3-1-1,Promising,4 — Nurture
Aniruddh Kothari,141,1,82528.0,3,1,1,3-1-1,Promising,4 — Nurture
Ryan Kurian,106,1,82188.0,3,1,1,3-1-1,Promising,4 — Nurture
Kartik Dua,48,1,82105.2,3,1,1,3-1-1,Promising,4 — Nurture
Ela Yadav,1,1,81936.0,3,1,1,3-1-1,Promising,4 — Nurture
Kismat Das,4,1,81539.2,3,1,1,3-1-1,Promising,4 — Nurture
Misha Baral,56,1,81506.5,3,1,1,3-1-1,Promising,4 — Nurture
Shayak Tiwari,16,1,81488.0,3,1,1,3-1-1,Promising,4 — Nurture
Madhup Roy,233,1,81362.75,3,1,1,3-1-1,Promising,4 — Nurture
Vritika Sethi,52,1,81062.55,3,1,1,3-1-1,Promising,4 — Nurture
Chirag Bail,204,1,80956.0,3,1,1,3-1-1,Promising,4 — Nurture
Rhea Sanghvi,221,1,80868.0,3,1,1,3-1-1,Promising,4 — Nurture
Saksham Suresh,42,1,80724.5,3,1,1,3-1-1,Promising,4 — Nurture
Riaan Garde,190,1,80666.4,3,1,1,3-1-1,Promising,4 — Nurture
Aarav Bal,221,1,80529.0,3,1,1,3-1-1,Promising,4 — Nurture
Dhanush Srinivasan,130,1,80296.8,3,1,1,3-1-1,Promising,4 — Nurture
Pranay Saraf,0,1,80057.25,3,1,1,3-1-1,Promising,4 — Nurture
Hansh Kaul,235,1,79924.65,3,1,1,3-1-1,Promising,4 — Nurture
Vidur Sharaf,95,1,79611.9,3,1,1,3-1-1,Promising,4 — Nurture
Vidur Dora,105,1,79574.4,3,1,1,3-1-1,Promising,4 — Nurture
Gokul Kari,130,1,79212.0,3,1,1,3-1-1,Promising,4 — Nurture
Ayesha Vasa,127,1,79168.5,3,1,1,3-1-1,Promising,4 — Nurture
Vardaniya Vala,28,1,79166.0,3,1,1,3-1-1,Promising,4 — Nurture
Nayantara Chatterjee,33,1,79066.8,3,1,1,3-1-1,Promising,4 — Nurture
Jayan Kapoor,184,1,78759.75,3,1,1,3-1-1,Promising,4 — Nurture
Zara Shenoy,70,1,78674.4,3,1,1,3-1-1,Promising,4 — Nurture
Aradhya Ganguly,218,1,78622.95,3,1,1,3-1-1,Promising,4 — Nurture
Priyansh Wadhwa,192,1,78240.0,3,1,1,3-1-1,Promising,4 — Nurture
Alisha Sachar,189,1,78040.0,3,1,1,3-1-1,Promising,4 — Nurture
Miraan Dugar,102,1,77976.0,3,1,1,3-1-1,Promising,4 — Nurture
Shalv Garde,60,1,77933.0,3,1,1,3-1-1,Promising,4 — Nurture
Chirag Sarma,40,1,77782.0,3,1,1,3-1-1,Promising,4 — Nurture
Aaryahi Das,212,1,77549.4,3,1,1,3-1-1,Promising,4 — Nurture
Vanya Vig,180,1,77527.0,3,1,1,3-1-1,Promising,4 — Nurture
Ahana  Wable,243,1,77248.0,3,1,1,3-1-1,Promising,4 — Nurture
Trisha Vyas,200,1,77011.7,3,1,1,3-1-1,Promising,4 — Nurture
Raghav Bhandari,166,1,76916.0,3,1,1,3-1-1,Promising,4 — Nurture
Nirvi Sengupta,102,1,76858.2,3,1,1,3-1-1,Promising,4 — Nurture
Fateh Gandhi,220,1,76692.0,3,1,1,3-1-1,Promising,4 — Nurture
Manikya Chacko,170,1,76677.3,3,1,1,3-1-1,Promising,4 — Nurture
Raghav Krish,129,1,76563.2,3,1,1,3-1-1,Promising,4 — Nurture
Anika Sodhi,202,1,76513.6,3,1,1,3-1-1,Promising,4 — Nurture
Gokul Bhagat,69,1,76432.0,3,1,1,3-1-1,Promising,4 — Nurture
Ivana Goswami,119,1,76363.0,3,1,1,3-1-1,Promising,4 — Nurture
Shaan Date,144,1,76038.0,3,1,1,3-1-1,Promising,4 — Nurture
Anay Anand,157,1,75877.8,3,1,1,3-1-1,Promising,4 — Nurture
Hazel Ratti,138,1,75696.0,3,1,1,3-1-1,Promising,4 — Nurture
Saksham Hayre,235,1,75321.0,3,1,1,3-1-1,Promising,4 — Nurture
Shamik Sundaram,14,1,75081.6,3,1,1,3-1-1,Promising,4 — Nurture
Hazel Ramachandran,57,1,74993.8,3,1,1,3-1-1,Promising,4 — Nurture
Charvi Vaidya,200,1,74728.6,3,1,1,3-1-1,Promising,4 — Nurture
Shamik Tak,213,1,74662.3,3,1,1,3-1-1,Promising,4 — Nurture
Adira Handa,121,1,74564.0,3,1,1,3-1-1,Promising,4 — Nurture
Vedika Shetty,33,1,74308.0,3,1,1,3-1-1,Promising,4 — Nurture
Lavanya Dubey,137,1,74266.25,3,1,1,3-1-1,Promising,4 — Nurture
Aarush Acharya,85,1,74205.45,3,1,1,3-1-1,Promising,4 — Nurture
Sahil Bawa,183,1,73883.7,3,1,1,3-1-1,Promising,4 — Nurture
Seher Balasubramanian,223,1,73660.5,3,1,1,3-1-1,Promising,4 — Nurture
Shlok Ghose,97,1,73444.5,3,1,1,3-1-1,Promising,4 — Nurture
Piya Mallick,107,1,73009.0,3,1,1,3-1-1,Promising,4 — Nurture
Riaan Karnik,48,1,72860.0,3,1,1,3-1-1,Promising,4 — Nurture
Ryan Boase,211,1,72741.3,3,1,1,3-1-1,Promising,4 — Nurture
Tiya Gera,163,1,72667.4,3,1,1,3-1-1,Promising,4 — Nurture
Divyansh Desai,206,1,72180.05,3,1,1,3-1-1,Promising,4 — Nurture
Ishaan Dube,26,1,72156.0,3,1,1,3-1-1,Promising,4 — Nurture
Ryan Gera,158,1,72041.4,3,1,1,3-1-1,Promising,4 — Nurture
Devansh Ramakrishnan,183,1,71979.6,3,1,1,3-1-1,Promising,4 — Nurture
Madhup Tata,51,1,71668.8,3,1,1,3-1-1,Promising,4 — Nurture
Oorja Kanda,98,1,71441.1,3,1,1,3-1-1,Promising,4 — Nurture
Hridaan Gade,103,1,71307.0,3,1,1,3-1-1,Promising,4 — Nurture
Heer Dugar,33,1,71208.2,3,1,1,3-1-1,Promising,4 — Nurture
Bhavin Ratti,58,1,71073.0,3,1,1,3-1-1,Promising,4 — Nurture
Mishti Sibal,219,1,71060.0,3,1,1,3-1-1,Promising,4 — Nurture
Elakshi Mangat,171,1,70992.0,3,1,1,3-1-1,Promising,4 — Nurture
Saira Dyal,119,1,70896.8,3,1,1,3-1-1,Promising,4 — Nurture
Seher Balay,136,1,70767.6,3,1,1,3-1-1,Promising,4 — Nurture
Faiyaz Chada,1,1,70674.3,3,1,1,3-1-1,Promising,4 — Nurture
Hridaan Dyal,213,1,70579.2,3,1,1,3-1-1,Promising,4 — Nurture
Arnav Ranganathan,173,1,70437.6,3,1,1,3-1-1,Promising,4 — Nurture
Samarth Subramaniam,19,1,70187.4,3,1,1,3-1-1,Promising,4 — Nurture
Aradhya Krish,47,1,70175.0,3,1,1,3-1-1,Promising,4 — Nurture
Kimaya Sanghvi,43,1,70010.25,3,1,1,3-1-1,Promising,4 — Nurture
Darshit Lanka,189,1,69868.7,3,1,1,3-1-1,Promising,4 — Nurture
Kiara Kant,109,1,69539.2,3,1,1,3-1-1,Promising,4 — Nurture
Aarush Chaudhry,141,1,69477.0,3,1,1,3-1-1,Promising,4 — Nurture
Kabir Ravi,157,1,69312.0,3,1,1,3-1-1,Promising,4 — Nurture
Mishti Vala,219,1,69069.6,3,1,1,3-1-1,Promising,4 — Nurture
Rati Bail,130,1,69039.0,3,1,1,3-1-1,Promising,4 — Nurture
Piya Korpal,210,1,69008.4,3,1,1,3-1-1,Promising,4 — Nurture
Keya Rout,150,1,68990.0,3,1,1,3-1-1,Promising,4 — Nurture
Ivana Saraf,9,1,68898.0,3,1,1,3-1-1,Promising,4 — Nurture
Jhanvi Raval,89,1,68527.3,3,1,1,3-1-1,Promising,4 — Nurture
Armaan Bawa,97,1,68459.85,3,1,1,3-1-1,Promising,4 — Nurture
Vihaan Saran,108,1,68364.0,3,1,1,3-1-1,Promising,4 — Nurture
Sumer Yadav,176,1,68358.2,3,1,1,3-1-1,Promising,4 — Nurture
Devansh Dhar,113,1,68323.2,3,1,1,3-1-1,Promising,4 — Nurture
Divij Dixit,44,1,68175.0,3,1,1,3-1-1,Promising,4 — Nurture
Damini Rajagopal,36,1,67992.0,3,1,1,3-1-1,Promising,4 — Nurture
Neelofar Mani,221,1,67662.8,3,1,1,3-1-1,Promising,4 — Nurture
Prisha Yohannan,50,1,67662.0,3,1,1,3-1-1,Promising,4 — Nurture
Saanvi Chandra,27,1,67362.6,3,1,1,3-1-1,Promising,4 — Nurture
Darshit Gill,10,1,67308.8,3,1,1,3-1-1,Promising,4 — Nurture
Dishani Sama,78,1,67158.0,3,1,1,3-1-1,Promising,4 — Nurture
Divyansh Chowdhury,145,1,67150.0,3,1,1,3-1-1,Promising,4 — Nurture
Tejas Kaur,187,1,67075.0,3,1,1,3-1-1,Promising,4 — Nurture
Aniruddh Mander,154,1,66879.05,3,1,1,3-1-1,Promising,4 — Nurture
Diya Sibal,138,1,66795.2,3,1,1,3-1-1,Promising,4 — Nurture
Gatik Ratta,196,1,66236.4,3,1,1,3-1-1,Promising,4 — Nurture
Madhav Banik,39,1,66175.0,3,1,1,3-1-1,Promising,4 — Nurture
Lakshay Batra,171,1,66063.6,3,1,1,3-1-1,Promising,4 — Nurture
Ishita Chacko,108,1,65932.0,3,1,1,3-1-1,Promising,4 — Nurture
Ivana Shere,208,1,65793.6,3,1,1,3-1-1,Promising,4 — Nurture
Myra Dada,94,1,65548.8,3,1,1,3-1-1,Promising,4 — Nurture
Armaan Karan,102,1,65529.9,3,1,1,3-1-1,Promising,4 — Nurture
Tejas Bhardwaj,150,1,65347.15,3,1,1,3-1-1,Promising,4 — Nurture
Jhanvi Sidhu,38,1,65235.8,3,1,1,3-1-1,Promising,4 — Nurture
Tushar Bahri,120,1,65015.1,3,1,1,3-1-1,Promising,4 — Nurture
Alia Zacharia,208,1,64999.0,3,1,1,3-1-1,Promising,4 — Nurture
Elakshi Bajwa,31,1,64880.0,3,1,1,3-1-1,Promising,4 — Nurture
Sumer Lanka,184,1,64765.75,3,1,1,3-1-1,Promising,4 — Nurture
Tarini Bali,154,1,64705.5,3,1,1,3-1-1,Promising,4 — Nurture
Hunar Aggarwal,147,1,64639.95,3,1,1,3-1-1,Promising,4 — Nurture
Anya Bedi,97,1,64272.6,3,1,1,3-1-1,Promising,4 — Nurture
Vivaan Bhardwaj,17,1,64257.45,3,1,1,3-1-1,Promising,4 — Nurture
Aaina Vohra,171,1,64244.7,3,1,1,3-1-1,Promising,4 — Nurture
Ishaan Tara,181,1,64222.2,3,1,1,3-1-1,Promising,4 — Nurture
Myra Borra,131,1,63974.0,3,1,1,3-1-1,Promising,4 — Nurture
Tara Raju,122,1,63918.4,3,1,1,3-1-1,Promising,4 — Nurture
Bhavin Gulati,90,1,63821.4,3,1,1,3-1-1,Promising,4 — Nurture
Anahita Sampath,192,1,63783.0,3,1,1,3-1-1,Promising,4 — Nurture
Advik Behl,127,1,63468.0,3,1,1,3-1-1,Promising,4 — Nurture
Ishita Sengupta,205,1,63353.9,3,1,1,3-1-1,Promising,4 — Nurture
Tejas Saran,127,1,63341.15,3,1,1,3-1-1,Promising,4 — Nurture
Kimaya Dugar,30,1,63243.2,3,1,1,3-1-1,Promising,4 — Nurture
Rati Yogi,88,1,63235.75,3,1,1,3-1-1,Promising,4 — Nurture
Vivaan Balasubramanian,190,1,63209.4,3,1,1,3-1-1,Promising,4 — Nurture
Zeeshan Sule,243,1,63181.35,3,1,1,3-1-1,Promising,4 — Nurture
Tiya Sandhu,152,1,63093.0,3,1,1,3-1-1,Promising,4 — Nurture
Indranil Sood,149,1,63000.0,3,1,1,3-1-1,Promising,4 — Nurture
Vivaan Basu,38,1,62925.6,3,1,1,3-1-1,Promising,4 — Nurture
Reyansh Chakraborty,104,1,62919.55,3,1,1,3-1-1,Promising,4 — Nurture
Ehsaan Krishnan,133,1,62860.05,3,1,1,3-1-1,Promising,4 — Nurture
Madhav Rau,100,1,62808.2,3,1,1,3-1-1,Promising,4 — Nurture
Khushi Sridhar,70,1,62796.0,3,1,1,3-1-1,Promising,4 — Nurture
Nitara Krish,185,1,62790.4,3,1,1,3-1-1,Promising,4 — Nurture
Adah Sinha,178,1,62764.6,3,1,1,3-1-1,Promising,4 — Nurture
Aniruddh Kar,194,1,62728.5,3,1,1,3-1-1,Promising,4 — Nurture
Kiara Ratti,62,1,62663.4,3,1,1,3-1-1,Promising,4 — Nurture
Nishith Sarraf,203,1,62586.4,3,1,1,3-1-1,Promising,4 — Nurture
Hrishita Jani,236,1,62525.0,3,1,1,3-1-1,Promising,4 — Nurture
Shaan Rajagopalan,40,1,62470.4,3,1,1,3-1-1,Promising,4 — Nurture
Diya Chakrabarti,146,1,62310.6,3,1,1,3-1-1,Promising,4 — Nurture
Divij Chada,22,1,62192.7,3,1,1,3-1-1,Promising,4 — Nurture
Riya Bhandari,194,1,62043.0,3,1,1,3-1-1,Promising,4 — Nurture
Hansh Bali,140,1,61922.9,3,1,1,3-1-1,Promising,4 — Nurture
Ira Ratta,18,1,61893.0,3,1,1,3-1-1,Promising,4 — Nurture
Uthkarsh Lal,203,1,61678.55,3,1,1,3-1-1,Promising,4 — Nurture
Prisha Andra,21,1,61661.55,3,1,1,3-1-1,Promising,4 — Nurture
Indrans Lalla,190,1,61502.0,3,1,1,3-1-1,Promising,4 — Nurture
Nehmat Viswanathan,237,1,61495.8,3,1,1,3-1-1,Promising,4 — Nurture
Taimur Bhardwaj,68,1,61410.85,3,1,1,3-1-1,Promising,4 — Nurture
Dharmajan Doshi,151,1,61347.6,3,1,1,3-1-1,Promising,4 — Nurture
Kiara Dhawan,30,1,61314.9,3,1,1,3-1-1,Promising,4 — Nurture
Shayak Dora,74,1,61263.9,3,1,1,3-1-1,Promising,4 — Nurture
Mannat Batta,84,1,61056.0,3,1,1,3-1-1,Promising,4 — Nurture
Inaaya  Bandi,3,1,60908.0,3,1,1,3-1-1,Promising,4 — Nurture
Jayan Dara,187,1,60736.8,3,1,1,3-1-1,Promising,4 — Nurture
Rati Thaker,178,1,60701.9,3,1,1,3-1-1,Promising,4 — Nurture
Elakshi Suresh,107,1,60692.0,3,1,1,3-1-1,Promising,4 — Nurture
Jayan Jaggi,29,1,60660.0,3,1,1,3-1-1,Promising,4 — Nurture
Saanvi Keer,126,1,60617.7,3,1,1,3-1-1,Promising,4 — Nurture
Vritika Gopal,158,1,60556.55,3,1,1,3-1-1,Promising,4 — Nurture
Hansh Tata,16,1,60494.4,3,1,1,3-1-1,Promising,4 — Nurture
Ira Trivedi,105,1,60493.5,3,1,1,3-1-1,Promising,4 — Nurture
Vivaan Ranganathan,66,1,60217.0,3,1,1,3-1-1,Promising,4 — Nurture
Kaira Srinivas,12,1,60195.3,3,1,1,3-1-1,Promising,4 — Nurture
Anahita Manne,197,1,60169.2,3,1,1,3-1-1,Promising,4 — Nurture
Arnav Shroff,62,1,60133.25,3,1,1,3-1-1,Promising,4 — Nurture
Uthkarsh Chad,187,1,59964.0,3,1,1,3-1-1,Promising,4 — Nurture
Yuvaan Sheth,158,1,59780.5,3,1,1,3-1-1,Promising,4 — Nurture
Riaan Malhotra,120,1,59604.0,3,1,1,3-1-1,Promising,4 — Nurture
Anya Sandhu,148,1,59569.6,3,1,1,3-1-1,Promising,4 — Nurture
Lavanya Saxena,3,1,59414.4,3,1,1,3-1-1,Promising,4 — Nurture
Akarsh Hayre,191,1,59316.1,3,1,1,3-1-1,Promising,4 — Nurture
Siya Malhotra,19,1,59304.0,3,1,1,3-1-1,Promising,4 — Nurture
Manikya Bhattacharyya,39,1,59092.2,3,1,1,3-1-1,Promising,4 — Nurture
Dhruv Bhattacharyya,241,1,59052.8,3,1,1,3-1-1,Promising,4 — Nurture
Ehsaan Srivastava,138,1,58805.6,3,1,1,3-1-1,Promising,4 — Nurture
Ishita Master,142,1,58701.0,3,1,1,3-1-1,Promising,4 — Nurture
Mahika Char,30,1,58657.6,3,1,1,3-1-1,Promising,4 — Nurture
Uthkarsh Thakkar,225,1,58614.4,3,1,1,3-1-1,Promising,4 — Nurture
Nayantara Babu,162,1,58544.6,3,1,1,3-1-1,Promising,4 — Nurture
Siya Banerjee,188,1,58497.2,3,1,1,3-1-1,Promising,4 — Nurture
Mahika Kumar,201,1,58486.4,3,1,1,3-1-1,Promising,4 — Nurture
Nakul Srivastava,170,1,58458.6,3,1,1,3-1-1,Promising,4 — Nurture
Vidur Dutt,79,1,58288.0,3,1,1,3-1-1,Promising,4 — Nurture
Aradhya Buch,139,1,58185.9,3,1,1,3-1-1,Promising,4 — Nurture
Alisha Dhar,51,1,58172.4,3,1,1,3-1-1,Promising,4 — Nurture
Anay Ghosh,157,1,57732.45,3,1,1,3-1-1,Promising,4 — Nurture
Drishya Goswami,115,1,57690.0,3,1,1,3-1-1,Promising,4 — Nurture
Baiju Char,199,1,57582.4,3,1,1,3-1-1,Promising,4 — Nurture
Saksham Viswanathan,186,1,57535.8,3,1,1,3-1-1,Promising,4 — Nurture
Nitya Mani,220,1,57519.5,3,1,1,3-1-1,Promising,4 — Nurture
Riya Sidhu,100,1,57508.2,3,1,1,3-1-1,Promising,4 — Nurture
Aaina Ramanathan,66,1,57502.4,3,1,1,3-1-1,Promising,4 — Nurture
Rati Solanki,210,1,57377.55,3,1,1,3-1-1,Promising,4 — Nurture
Kiaan Swamy,79,1,57240.0,3,1,1,3-1-1,Promising,4 — Nurture
Myra Saran,82,1,57005.25,3,1,1,3-1-1,Promising,4 — Nurture
Uthkarsh Chanda,107,1,56969.6,3,1,1,3-1-1,Promising,4 — Nurture
Baiju Lad,35,1,56834.4,3,1,1,3-1-1,Promising,4 — Nurture
Ojas Sem,43,1,56662.0,3,1,1,3-1-1,Promising,4 — Nurture
Kabir Dani,235,1,56541.6,3,1,1,3-1-1,Promising,4 — Nurture
Manjari Bumb,103,1,56425.6,3,1,1,3-1-1,Promising,4 — Nurture
Baiju Kapoor,81,1,56365.4,3,1,1,3-1-1,Promising,4 — Nurture
Riya Desai,130,1,56334.0,3,1,1,3-1-1,Promising,4 — Nurture
Ryan Behl,145,1,56223.0,3,1,1,3-1-1,Promising,4 — Nurture
Anaya Goyal,18,1,56186.0,3,1,1,3-1-1,Promising,4 — Nurture
Yuvaan Toor,55,1,55992.0,3,1,1,3-1-1,Promising,4 — Nurture
Anvi Bawa,41,1,55914.0,3,1,1,3-1-1,Promising,4 — Nurture
Veer Bora,69,1,55533.0,3,1,1,3-1-1,Promising,4 — Nurture
Aarna Halder,95,1,55368.0,3,1,1,3-1-1,Promising,4 — Nurture
Yashvi Sarin,65,1,55274.8,3,1,1,3-1-1,Promising,4 — Nurture
Samar Dutta,200,1,55250.1,3,1,1,3-1-1,Promising,4 — Nurture
Heer Balan,224,1,55143.7,3,1,1,3-1-1,Promising,4 — Nurture
Suhana Bail,33,1,54989.8,3,1,1,3-1-1,Promising,4 — Nurture
Vidur Vala,220,1,54944.0,3,1,1,3-1-1,Promising,4 — Nurture
Misha Bandi,96,1,54896.0,3,1,1,3-1-1,Promising,4 — Nurture
Mehul Magar,236,1,54820.8,3,1,1,3-1-1,Promising,4 — Nurture
Charvi Brar,162,1,54815.0,3,1,1,3-1-1,Promising,4 — Nurture
Rasha Sule,0,1,54671.0,3,1,1,3-1-1,Promising,4 — Nurture
Gokul Mahal,23,1,54500.3,3,1,1,3-1-1,Promising,4 — Nurture
Drishya Dasgupta,192,1,54330.0,3,1,1,3-1-1,Promising,4 — Nurture
Ela Chakraborty,242,1,54312.0,3,1,1,3-1-1,Promising,4 — Nurture
Kabir Ratta,190,1,54240.0,3,1,1,3-1-1,Promising,4 — Nurture
Arnav Shanker,206,1,54185.6,3,1,1,3-1-1,Promising,4 — Nurture
Armaan Sankaran,241,1,54095.7,3,1,1,3-1-1,Promising,4 — Nurture
Samiha Yadav,242,1,54064.0,3,1,1,3-1-1,Promising,4 — Nurture
Tushar Dani,171,1,54048.0,3,1,1,3-1-1,Promising,4 — Nurture
Taran Sharma,188,1,54038.85,3,1,1,3-1-1,Promising,4 — Nurture
Shlok Dalal,124,1,54015.3,3,1,1,3-1-1,Promising,4 — Nurture
Shanaya Seshadri,95,1,53870.4,3,1,1,3-1-1,Promising,4 — Nurture
Parinaaz Dixit,103,1,53805.6,3,1,1,3-1-1,Promising,4 — Nurture
Kashvi Bir,217,1,53794.8,3,1,1,3-1-1,Promising,4 — Nurture
Farhan Kari,109,1,53687.7,3,1,1,3-1-1,Promising,4 — Nurture
Adah Raj,30,1,53667.3,3,1,1,3-1-1,Promising,4 — Nurture
Tara Salvi,116,1,53463.15,3,1,1,3-1-1,Promising,4 — Nurture
Vanya Sachdeva,207,1,53443.8,3,1,1,3-1-1,Promising,4 — Nurture
Aaina Karnik,20,1,53381.6,3,1,1,3-1-1,Promising,4 — Nurture
Stuvan Raman,167,1,53337.6,3,1,1,3-1-1,Promising,4 — Nurture
Bhavin Sastry,12,1,53214.3,3,1,1,3-1-1,Promising,4 — Nurture
Priyansh Barman,231,1,53001.0,3,1,1,3-1-1,Promising,4 — Nurture
Samaira Ramanathan,169,1,52946.4,3,1,1,3-1-1,Promising,4 — Nurture
Samaira Rana,7,1,52824.0,3,1,1,3-1-1,Promising,4 — Nurture
Siya Garde,30,1,52781.0,3,1,1,3-1-1,Promising,4 — Nurture
Nirvi Wason,137,1,52761.6,3,1,1,3-1-1,Promising,4 — Nurture
Tara Doctor,155,1,52576.8,3,1,1,3-1-1,Promising,4 — Nurture
Sahil Bandi,240,1,52512.0,3,1,1,3-1-1,Promising,4 — Nurture
Armaan Aggarwal,133,1,52452.0,3,1,1,3-1-1,Promising,4 — Nurture
Lavanya Bhasin,178,1,52445.7,3,1,1,3-1-1,Promising,4 — Nurture
Raghav Majumdar,42,1,51951.6,3,1,1,3-1-1,Promising,4 — Nurture
Yuvraj  Majumdar,233,1,51710.4,3,1,1,3-1-1,Promising,4 — Nurture
Nayantara Rajagopalan,161,1,51640.0,3,1,1,3-1-1,Promising,4 — Nurture
Mishti Chadha,210,1,51467.2,3,1,1,3-1-1,Promising,4 — Nurture
Anvi Tak,60,1,51247.75,3,1,1,3-1-1,Promising,4 — Nurture
Devansh Borah,10,1,51213.6,3,1,1,3-1-1,Promising,4 — Nurture
Suhana Ganguly,221,1,51148.8,3,1,1,3-1-1,Promising,4 — Nurture
Hazel Varty,57,1,51112.2,3,1,1,3-1-1,Promising,4 — Nurture
Ishaan Bhatnagar,35,1,51055.2,3,1,1,3-1-1,Promising,4 — Nurture
Rhea Savant,35,1,51004.8,3,1,1,3-1-1,Promising,4 — Nurture
Piya Bhatnagar,55,1,50998.3,3,1,1,3-1-1,Promising,4 — Nurture
Vedika Jha,63,1,50884.8,3,1,1,3-1-1,Promising,4 — Nurture
